client_id,Variation,gendr,generation
2730414,Test,U,baby boomers
7900566,Control,U,generation x
696491,Control,M,baby boomers
6954785,Control,U,baby boomers
7016886,Control,U,millenial
4965266,Control,M,baby boomers
2546247,Control,F,generation x
4203585,Control,U,millenial
1394498,Test,F,generation x
1051166,Control,U,generation x
8945827,Control,F,baby boomers
6853899,Control,U,generation x
8135120,Control,M,generation x
9064174,Test,F,generation x
6954228,Control,F,millenial
2034778,Test,F,baby boomers
7070097,Test,M,baby boomers
823538,Test,F,generation x
5822622,Control,F,generation x
4024129,Test,U,millenial
4349159,Control,F,baby boomers
3492192,Control,U,generation x
7675311,Test,F,millenial
9173523,Test,F,generation x
3813475,Test,M,baby boomers
1381230,Control,U,generation x
4904248,Control,U,baby boomers
5283242,Control,U,millenial
4021911,Test,F,baby boomers
595413,Control,U,baby boomers
9261595,Control,M,millenial
4948147,Control,F,generation x
3845483,Control,M,generation x
8175407,Test,U,generation x
6170160,Test,U,generation x
7077040,Control,U,baby boomers
9695841,Test,M,millenial
1824402,Test,M,generation x
8919250,Test,U,millenial
6098739,Control,F,millenial
128919,Test,F,generation x
8502793,Test,M,baby boomers
5797801,Test,F,baby boomers
4832237,Test,U,baby boomers
6373411,Test,M,baby boomers
2597744,Control,M,millenial
5782293,Test,F,silent generation
6542671,Test,M,millenial
4917405,Test,U,millenial
5408340,Test,M,millenial
2021249,Test,F,baby boomers
5443362,Test,M,generation x
5297168,Control,F,generation x
9585939,Control,M,baby boomers
1607526,Test,M,generation x
2808156,Control,F,millenial
2257692,Test,F,baby boomers
3973242,Control,M,generation x
5259007,Test,M,millenial
8545681,Test,F,baby boomers
2212693,Control,M,generation x
5215288,Test,U,baby boomers
9072561,Control,F,millenial
8981527,Test,U,millenial
6436049,Control,F,baby boomers
9432754,Control,U,generation x
469978,Control,M,baby boomers
3802621,Control,M,generation x
1228484,Test,F,generation x
2706171,Test,M,baby boomers
5168960,Test,F,baby boomers
1195541,Control,U,millenial
4827788,Control,U,generation x
9748419,Control,U,baby boomers
3987597,Control,F,baby boomers
6213118,Control,F,baby boomers
614170,Control,M,baby boomers
9357952,Test,M,baby boomers
4426218,Control,U,generation x
8051621,Control,M,generation x
3761960,Control,F,baby boomers
9388977,Control,F,generation x
3873877,Test,M,generation x
4627262,Test,M,generation x
4848480,Test,M,millenial
2472637,Test,M,generation x
3346003,Control,M,generation x
2846778,Test,M,generation x
9667620,Test,F,baby boomers
3969151,Control,M,baby boomers
9993886,Test,U,baby boomers
9409058,Test,F,millenial
6299017,Test,U,millenial
5348797,Test,U,millenial
8155528,Test,F,baby boomers
2824912,Control,U,generation x
3643127,Test,U,millenial
3939352,Test,F,generation x
7222377,Test,M,baby boomers
8191466,Test,M,millenial
6966338,Control,F,generation x
3529872,Test,U,millenial
6383676,Test,U,baby boomers
2092570,Control,F,millenial
5324216,Test,M,baby boomers
5926292,Test,M,baby boomers
5973135,Control,U,baby boomers
1400233,Control,M,millenial
4641950,Test,F,silent generation
2605179,Control,F,silent generation
4955358,Control,F,generation x
5467090,Test,U,millenial
9509446,Test,F,baby boomers
5658939,Test,U,millenial
660147,Control,M,baby boomers
1827023,Test,U,millenial
5593566,Test,U,generation x
3833007,Test,U,millenial
762230,Test,F,baby boomers
1491517,Test,M,millenial
84480,Control,F,baby boomers
6604127,Test,M,baby boomers
9436140,Test,U,millenial
9887195,Test,M,baby boomers
9082893,Test,F,generation x
3304360,Control,M,generation x
2798135,Control,M,silent generation
1025467,Test,F,baby boomers
4202376,Control,F,generation x
8586164,Control,F,baby boomers
6104856,Control,U,baby boomers
3908215,Control,F,baby boomers
8638777,Control,F,generation x
5911100,Test,U,millenial
8625422,Control,U,millenial
8283857,Test,F,baby boomers
2494435,Test,M,generation x
6308970,Test,M,millenial
9357572,Test,F,millenial
3147586,Test,M,generation x
2364227,Control,U,millenial
4198772,Test,M,baby boomers
3999608,Control,F,silent generation
3965562,Control,F,baby boomers
9393128,Control,M,generation x
2289937,Control,F,silent generation
8837019,Test,U,generation x
4676712,Test,U,baby boomers
2885371,Test,U,generation x
4726228,Test,U,generation z
9451391,Test,M,baby boomers
4068002,Control,F,baby boomers
7634108,Test,F,generation x
6765419,Test,F,silent generation
4484976,Test,M,generation x
7721667,Test,U,generation z
5652023,Test,U,generation x
2969524,Test,M,generation x
9089300,Control,U,millenial
9227588,Test,M,generation x
3007638,Control,M,baby boomers
1061800,Test,M,generation x
7356617,Test,F,baby boomers
859078,Control,M,baby boomers
1074528,Control,F,silent generation
8523220,Test,M,generation x
7958329,Control,F,millenial
991266,Control,F,millenial
8423502,Test,U,baby boomers
1174056,Test,M,generation x
6760883,Control,F,baby boomers
2623743,Test,F,generation x
242241,Control,U,generation x
61007,Test,F,baby boomers
5923455,Test,U,baby boomers
2518709,Test,F,baby boomers
5126691,Test,M,millenial
3321186,Control,U,millenial
2688470,Control,U,millenial
6573176,Test,M,generation x
7636519,Test,F,millenial
6629042,Test,M,baby boomers
7223169,Test,U,generation x
5079554,Test,F,baby boomers
8717773,Test,M,baby boomers
7402656,Control,U,millenial
6620751,Control,M,millenial
5405306,Test,U,millenial
5166339,Control,M,millenial
5329687,Test,F,baby boomers
1260122,Control,F,generation x
5806944,Control,U,millenial
4921692,Control,U,millenial
742932,Control,F,baby boomers
4524761,Control,U,generation z
7683063,Test,U,millenial
2568488,Control,F,baby boomers
5255514,Test,U,baby boomers
5993671,Test,F,baby boomers
5344576,Control,U,millenial
1007016,Test,U,baby boomers
3965600,Test,U,millenial
4833525,Control,M,generation x
9068531,Test,M,baby boomers
3808594,Test,F,baby boomers
7635685,Control,U,millenial
8948012,Test,F,millenial
6189438,Test,U,millenial
9596904,Test,F,millenial
4740618,Control,M,baby boomers
8255655,Test,M,generation x
3986211,Test,U,generation x
4752414,Test,M,generation x
7637957,Test,U,baby boomers
8094276,Control,U,generation x
1540888,Control,U,generation x
2755743,Control,F,baby boomers
9653620,Control,U,baby boomers
8582610,Test,F,generation x
9857380,Test,F,baby boomers
4474897,Test,M,millenial
6633558,Control,U,millenial
5110805,Test,U,generation x
4493570,Control,M,baby boomers
1419076,Control,F,millenial
6631641,Test,F,generation x
7804859,Test,M,generation x
5809808,Test,M,millenial
5155900,Test,U,millenial
3971187,Test,M,baby boomers
9440593,Control,U,millenial
1354520,Test,F,generation x
7888406,Control,M,generation x
3561384,Test,U,baby boomers
1909802,Test,M,generation x
9603908,Control,M,generation x
7379399,Control,U,generation x
8015932,Control,F,baby boomers
2223497,Test,F,generation x
432265,Control,U,millenial
4857233,Control,U,millenial
4557771,Control,M,generation x
6117708,Control,U,millenial
7517802,Test,F,millenial
4570131,Test,F,generation x
3725634,Control,U,millenial
9673982,Control,U,millenial
4659695,Control,F,baby boomers
9466623,Control,M,baby boomers
5230313,Control,F,baby boomers
8427870,Test,M,baby boomers
3749302,Control,F,generation x
6960465,Test,M,millenial
7625835,Test,F,millenial
6831651,Test,M,baby boomers
685244,Control,U,millenial
2576241,Control,F,millenial
3704470,Test,F,baby boomers
3980307,Test,U,millenial
8945620,Test,M,baby boomers
2553998,Control,M,millenial
745986,Test,U,generation x
6776087,Control,F,millenial
1657876,Test,U,millenial
1712476,Test,F,baby boomers
7997482,Control,F,baby boomers
6022147,Test,F,baby boomers
7787360,Test,F,baby boomers
7890281,Test,M,millenial
722270,Test,U,millenial
5396918,Test,F,baby boomers
4472004,Control,M,baby boomers
1837864,Control,F,baby boomers
8325169,Test,F,baby boomers
3546104,Test,U,millenial
4893648,Control,F,generation x
387056,Control,F,millenial
4355025,Test,U,generation x
8302997,Test,U,generation x
5357124,Control,M,baby boomers
6036449,Control,M,baby boomers
6043261,Control,F,baby boomers
4527564,Test,M,generation x
8081340,Test,U,millenial
7553351,Test,F,baby boomers
1731978,Test,U,millenial
2592191,Test,M,generation x
2735464,Control,M,generation x
3782737,Control,U,baby boomers
1631224,Test,M,baby boomers
7966736,Test,F,generation x
8530605,Test,U,baby boomers
6379275,Control,U,millenial
6028338,Control,M,silent generation
4476473,Test,M,generation x
1374023,Test,M,baby boomers
1292592,Control,M,baby boomers
4668200,Control,U,baby boomers
4433180,Control,U,silent generation
7349720,Test,U,generation x
3765879,Control,F,millenial
984993,Test,U,millenial
966927,Test,F,generation x
4529371,Control,F,millenial
5427223,Test,U,millenial
7301267,Test,F,baby boomers
9092629,Test,U,millenial
5708846,Test,M,millenial
8529372,Test,M,generation x
9913793,Test,U,millenial
5920529,Test,M,baby boomers
6529144,Test,U,generation x
7656563,Control,F,baby boomers
7296892,Test,U,generation x
6112751,Control,U,millenial
6378463,Test,F,baby boomers
889271,Test,M,baby boomers
8516900,Test,M,silent generation
8847388,Test,U,generation x
5388915,Test,U,millenial
9151687,Test,U,millenial
1179943,Control,M,baby boomers
5310113,Test,F,generation x
5429895,Test,M,generation x
766105,Control,U,generation x
7318569,Test,M,millenial
6650440,Test,M,baby boomers
3798528,Test,U,baby boomers
3780958,Test,U,baby boomers
6596167,Control,M,baby boomers
1551298,Test,M,baby boomers
8775961,Control,U,millenial
9409160,Control,F,millenial
1735700,Test,M,baby boomers
2516332,Test,M,baby boomers
760532,Control,U,millenial
1077700,Control,U,baby boomers
9996137,Control,U,generation x
8002977,Control,F,baby boomers
8219637,Control,U,millenial
5052088,Control,F,millenial
7760229,Control,F,baby boomers
7497113,Test,U,millenial
9206652,Test,F,baby boomers
8512066,Test,M,baby boomers
9283472,Test,F,baby boomers
8450251,Control,F,baby boomers
4022403,Test,U,generation z
6524749,Test,F,silent generation
2648176,Test,U,millenial
3045128,Test,F,generation x
1751985,Test,M,millenial
6893975,Control,M,baby boomers
1228147,Control,M,generation x
9356922,Control,U,generation x
9694803,Test,F,generation x
4401076,Control,F,millenial
7708706,Test,F,generation x
5082039,Control,U,generation x
3381044,Test,F,generation x
2956739,Control,U,baby boomers
5425605,Test,M,generation x
8421695,Test,F,baby boomers
9324777,Test,U,baby boomers
7892308,Test,M,baby boomers
7708829,Test,U,baby boomers
9465992,Control,U,millenial
451603,Control,M,baby boomers
8626423,Control,M,millenial
2966302,Test,M,millenial
380857,Control,M,baby boomers
7553778,Test,U,generation x
3096335,Test,M,millenial
2625933,Control,U,millenial
624947,Control,U,millenial
5423497,Control,M,generation x
518664,Control,U,millenial
626185,Test,F,baby boomers
2680542,Test,U,silent generation
6901993,Control,F,baby boomers
6283366,Control,M,millenial
194329,Control,M,baby boomers
242197,Test,M,millenial
7358002,Test,U,generation x
8827652,Test,F,baby boomers
1165700,Control,U,millenial
7441156,Control,U,millenial
5806758,Test,U,millenial
2667434,Control,U,baby boomers
9851598,Test,F,generation x
9382780,Control,U,baby boomers
2111172,Test,M,baby boomers
7867919,Test,F,generation x
728589,Test,M,baby boomers
2265297,Test,M,silent generation
9745511,Test,F,baby boomers
4404939,Control,M,baby boomers
4958114,Test,F,baby boomers
3778727,Control,U,generation x
1777685,Test,U,generation x
3984593,Control,U,millenial
9618881,Control,M,millenial
5953338,Test,F,generation x
2417501,Control,F,baby boomers
1208507,Test,F,generation x
6016244,Test,F,generation x
6747794,Test,M,generation x
9286556,Test,M,millenial
5061955,Control,F,millenial
6125886,Test,M,generation x
6073444,Control,U,millenial
7638689,Control,F,baby boomers
392757,Control,U,millenial
9197440,Test,M,generation x
4678085,Test,U,millenial
1936836,Control,M,baby boomers
2039070,Control,U,millenial
9207565,Test,M,millenial
4839862,Test,M,generation x
697065,Control,M,silent generation
9706109,Test,U,millenial
580619,Test,M,generation x
3087316,Control,U,generation x
2021417,Test,U,generation x
3398547,Control,F,millenial
6029457,Test,M,generation x
5645092,Control,F,generation x
4477919,Test,F,generation x
4912513,Control,U,millenial
8553447,Test,U,generation x
6915090,Test,U,baby boomers
7429481,Control,M,baby boomers
5798848,Test,F,generation x
8406971,Control,F,baby boomers
1164659,Control,F,generation x
9136719,Test,F,generation x
6472960,Test,U,millenial
4250110,Control,U,generation x
8438145,Control,F,baby boomers
9684126,Test,U,millenial
2362826,Test,U,baby boomers
2309038,Test,M,generation x
5963715,Test,M,baby boomers
5795761,Control,M,millenial
4305948,Control,U,generation x
2935751,Control,M,baby boomers
7994409,Test,M,baby boomers
4917659,Control,F,baby boomers
4713128,Test,U,silent generation
3430824,Control,F,generation x
4044347,Control,F,generation x
3879550,Control,U,baby boomers
3888630,Control,M,baby boomers
3646669,Test,U,baby boomers
56782,Control,M,generation x
3539967,Test,M,millenial
9870360,Control,F,baby boomers
3251851,Test,M,millenial
8344435,Control,U,baby boomers
1534510,Control,U,baby boomers
6938743,Control,F,baby boomers
5262516,Test,M,millenial
860752,Control,U,silent generation
3387092,Control,U,generation x
7634525,Test,M,generation x
2566361,Control,F,generation x
5894811,Control,F,generation x
979208,Test,U,millenial
5161688,Control,M,generation x
1331970,Test,M,millenial
9604653,Control,M,generation x
9142749,Test,U,generation x
9725500,Test,M,baby boomers
6662624,Control,F,baby boomers
6822204,Test,U,millenial
6768335,Control,F,baby boomers
1402721,Control,F,baby boomers
3845048,Test,F,baby boomers
9859285,Control,M,generation x
7358671,Control,M,generation x
1858827,Test,F,generation z
7310183,Control,M,silent generation
8623241,Control,M,millenial
2530226,Test,U,millenial
5819608,Test,U,generation z
4613590,Control,U,baby boomers
4070311,Control,F,baby boomers
6272438,Control,U,millenial
5734249,Control,U,millenial
6683515,Control,F,generation x
2388317,Test,M,millenial
8578242,Test,M,millenial
540589,Test,M,baby boomers
1149947,Test,F,millenial
4784493,Test,F,baby boomers
4317522,Control,U,generation x
1702249,Control,U,millenial
4148066,Test,U,generation x
5163736,Test,F,baby boomers
6472340,Control,M,baby boomers
7941103,Control,F,baby boomers
2463388,Test,M,millenial
1513385,Control,M,silent generation
5584449,Test,M,generation x
197793,Test,U,millenial
782257,Control,F,baby boomers
528504,Control,U,millenial
1374037,Test,M,generation x
7853881,Control,U,millenial
1889299,Control,F,baby boomers
4612297,Test,F,millenial
3830756,Test,U,millenial
9583508,Test,F,baby boomers
7041718,Control,M,generation x
1311867,Control,U,millenial
9333441,Test,U,baby boomers
3781535,Test,U,millenial
5388733,Test,F,baby boomers
9932494,Test,F,millenial
6568477,Control,M,baby boomers
2737360,Test,U,baby boomers
3751899,Test,U,generation x
932193,Control,U,millenial
1190820,Test,M,millenial
8213835,Test,U,generation x
9686300,Control,F,baby boomers
7736245,Test,U,millenial
4918694,Test,U,baby boomers
9289579,Control,M,millenial
7293469,Test,M,generation x
6551678,Control,M,generation x
9649593,Test,M,baby boomers
5914038,Test,U,baby boomers
6329564,Test,F,baby boomers
1060955,Test,F,baby boomers
3191906,Control,M,baby boomers
6325529,Control,M,baby boomers
3528132,Test,M,millenial
6443153,Test,F,generation x
4094092,Control,F,generation x
6110470,Control,U,millenial
3755916,Control,F,baby boomers
102859,Control,U,silent generation
4130166,Test,U,generation x
1264275,Test,F,generation x
8219222,Test,U,baby boomers
1072995,Test,F,baby boomers
3777118,Control,U,millenial
7631516,Test,M,generation x
7751538,Test,M,generation x
6202008,Test,U,baby boomers
6132864,Test,U,millenial
8645540,Control,F,millenial
3272980,Control,F,millenial
5258390,Control,U,baby boomers
2278325,Test,U,generation z
2329513,Control,F,generation x
5545357,Test,F,millenial
3734319,Control,F,millenial
3990333,Test,M,generation x
1992455,Test,U,millenial
2667527,Test,F,baby boomers
9173121,Control,F,millenial
91633,Test,F,baby boomers
6672577,Test,M,millenial
9957303,Control,M,millenial
5706935,Test,U,generation z
5899779,Test,U,millenial
8787649,Control,M,baby boomers
7672790,Test,U,generation x
1301085,Test,F,baby boomers
1299036,Control,U,generation x
2487872,Control,M,generation x
3353845,Control,F,millenial
72916,Test,U,millenial
6912156,Control,M,baby boomers
9478339,Control,F,silent generation
1465875,Test,F,baby boomers
9224292,Test,M,millenial
9744723,Test,F,millenial
2942905,Control,M,baby boomers
1434751,Test,M,baby boomers
5946442,Control,F,silent generation
3059335,Test,U,baby boomers
9030251,Test,M,generation x
2144256,Control,F,baby boomers
9003412,Control,F,millenial
4040498,Test,F,millenial
7806799,Test,U,baby boomers
5418938,Test,M,millenial
1031663,Test,F,millenial
6359098,Test,F,generation x
2948504,Control,U,generation x
318876,Test,U,generation x
6153464,Control,U,generation x
9892159,Test,F,silent generation
2831995,Test,U,baby boomers
7695868,Test,M,generation x
5860565,Test,M,baby boomers
3835687,Test,M,baby boomers
1545233,Control,M,millenial
1169957,Test,U,millenial
1802255,Test,U,millenial
3985863,Test,U,generation x
8942888,Control,M,baby boomers
616089,Test,M,baby boomers
5147910,Test,U,baby boomers
9316980,Test,M,generation x
6929446,Test,M,silent generation
3517900,Control,M,millenial
2920485,Test,U,millenial
7848908,Test,M,millenial
6887763,Test,F,baby boomers
4264671,Test,M,baby boomers
4676691,Test,F,baby boomers
9245399,Control,F,baby boomers
3650185,Control,M,millenial
9915555,Control,F,silent generation
3349037,Control,M,millenial
6684015,Test,U,millenial
902499,Control,M,millenial
4656772,Test,M,baby boomers
2755989,Control,M,generation x
7802574,Test,M,millenial
3481997,Control,U,generation x
1924358,Control,U,millenial
8363147,Test,F,generation x
9112160,Test,M,generation x
2417819,Control,F,millenial
4106730,Test,M,millenial
1768187,Test,U,baby boomers
1009021,Control,U,millenial
5188201,Control,M,baby boomers
4190314,Control,F,baby boomers
5376149,Control,M,baby boomers
272484,Test,M,generation x
5754995,Test,M,baby boomers
1075066,Test,M,baby boomers
3839531,Control,M,baby boomers
527708,Test,M,baby boomers
5931788,Test,F,generation x
6697932,Test,U,millenial
7019905,Test,F,millenial
7115797,Control,M,millenial
2195240,Test,F,millenial
3575659,Control,M,generation x
6010355,Test,U,generation x
7229632,Control,F,silent generation
6018486,Test,U,baby boomers
1577767,Control,F,generation x
5162796,Test,M,millenial
2806047,Control,F,generation x
3203669,Test,F,baby boomers
6586073,Test,U,millenial
2328592,Control,F,silent generation
2549008,Test,M,baby boomers
4817444,Control,U,millenial
3862418,Test,F,generation x
5519930,Test,U,generation z
1645625,Test,F,baby boomers
6407166,Control,M,millenial
1711529,Control,F,generation x
5580694,Test,M,baby boomers
8916884,Test,U,millenial
9191313,Test,U,baby boomers
5994870,Test,F,baby boomers
8024012,Control,F,silent generation
8009803,Test,M,baby boomers
750874,Test,M,baby boomers
3591304,Test,U,baby boomers
572522,Test,U,baby boomers
7707023,Test,F,generation x
6180572,Test,U,baby boomers
6809928,Control,U,generation x
4889751,Control,F,baby boomers
8446061,Test,F,baby boomers
8235558,Control,F,baby boomers
8962172,Control,F,generation x
3893607,Test,F,baby boomers
8325418,Control,U,millenial
9998156,Test,U,millenial
4785359,Test,M,millenial
231804,Test,F,millenial
7888479,Test,M,millenial
3941116,Control,M,baby boomers
1559624,Control,U,millenial
827080,Test,U,baby boomers
2478041,Test,F,baby boomers
2400957,Test,M,baby boomers
7638574,Test,M,baby boomers
987364,Test,U,baby boomers
8820590,Test,U,generation x
5063195,Test,U,millenial
4238512,Test,F,baby boomers
773392,Control,F,baby boomers
1221796,Test,F,generation x
7345204,Control,M,millenial
11880,Test,U,millenial
1930869,Test,M,baby boomers
8254601,Control,F,generation x
1213849,Test,U,millenial
893278,Control,F,baby boomers
9737013,Control,F,generation x
7297859,Control,U,millenial
2969737,Control,M,baby boomers
9249796,Control,M,millenial
1009045,Test,U,baby boomers
2966471,Test,U,millenial
4823082,Test,U,generation x
6821987,Control,U,generation x
8866819,Test,M,millenial
4689869,Control,U,generation x
3122460,Test,M,millenial
3738693,Test,M,baby boomers
7351468,Control,M,generation x
7544362,Test,F,generation x
8547914,Control,F,baby boomers
1367239,Control,U,baby boomers
1534996,Control,U,generation x
4111144,Test,F,baby boomers
5140933,Test,F,generation x
3162457,Test,M,baby boomers
4060801,Control,F,silent generation
2567135,Test,M,millenial
6560481,Test,F,baby boomers
4798272,Control,M,generation x
5566417,Control,F,generation x
9854171,Test,U,generation x
3057486,Test,F,millenial
9131334,Test,U,generation x
3434892,Control,U,baby boomers
4627932,Control,U,baby boomers
1962563,Test,F,millenial
7602950,Test,U,generation x
6656548,Control,F,millenial
2905307,Test,U,baby boomers
6050973,Control,F,millenial
6770783,Test,M,baby boomers
6573375,Test,M,millenial
2060349,Test,U,millenial
1385159,Control,F,baby boomers
717527,Control,F,baby boomers
5059105,Test,M,baby boomers
832313,Test,M,baby boomers
2787673,Control,M,millenial
7483085,Control,M,generation x
9853329,Control,F,baby boomers
1841425,Control,F,baby boomers
7392118,Test,F,baby boomers
3622154,Test,M,generation x
3400889,Test,F,baby boomers
7464571,Test,U,generation x
1907479,Test,U,silent generation
5870520,Test,M,baby boomers
693062,Control,U,millenial
4525231,Test,U,generation x
6554394,Control,U,baby boomers
4376203,Control,M,generation x
1536463,Control,M,baby boomers
568724,Test,U,baby boomers
2454436,Test,U,millenial
356780,Control,F,silent generation
2611292,Control,U,baby boomers
7450096,Control,F,baby boomers
1291022,Control,U,baby boomers
5066437,Test,F,silent generation
7468099,Control,F,generation x
8697862,Test,U,baby boomers
83683,Control,U,millenial
679865,Test,M,baby boomers
4824781,Control,F,millenial
9128986,Test,U,millenial
7425498,Test,U,millenial
3652521,Test,F,silent generation
9621245,Control,F,baby boomers
8801899,Test,M,generation x
8420137,Test,F,generation x
3992683,Test,F,generation x
9524835,Test,F,generation x
3658635,Test,M,baby boomers
7972724,Control,U,millenial
8998625,Test,U,baby boomers
9257383,Control,M,baby boomers
3408170,Test,U,millenial
1324004,Test,M,baby boomers
5646570,Test,F,baby boomers
5212280,Test,F,millenial
8783704,Test,U,baby boomers
3205867,Test,U,generation x
1011923,Control,M,baby boomers
1754536,Control,F,millenial
6252758,Control,M,baby boomers
8653282,Test,M,baby boomers
7397888,Test,F,generation z
739944,Test,F,generation x
6824199,Control,M,baby boomers
6309891,Control,F,millenial
1950203,Test,U,baby boomers
5320108,Test,M,millenial
6968063,Test,F,millenial
4456421,Control,U,generation x
8399455,Control,F,silent generation
3353618,Control,F,baby boomers
4253896,Control,U,generation x
1324286,Test,U,millenial
495030,Control,F,baby boomers
8222987,Test,M,baby boomers
9434740,Control,F,baby boomers
9452002,Control,M,millenial
2331613,Control,U,baby boomers
2413454,Test,M,baby boomers
804318,Control,U,baby boomers
3268232,Test,M,generation x
1335481,Control,U,baby boomers
1114434,Control,F,baby boomers
2244761,Test,M,baby boomers
3017579,Control,M,baby boomers
2578419,Test,F,millenial
8142623,Control,F,silent generation
7198788,Control,M,baby boomers
8415753,Test,M,generation x
730801,Test,M,generation x
6672348,Test,F,generation x
4388241,Test,M,baby boomers
6816212,Control,M,baby boomers
6006194,Control,U,millenial
9729013,Test,F,generation x
3225038,Test,F,baby boomers
9212533,Control,U,millenial
5859808,Control,M,millenial
3901105,Control,F,millenial
5103018,Control,U,baby boomers
8425735,Control,F,baby boomers
1748002,Test,M,baby boomers
5216573,Control,M,baby boomers
2627413,Test,F,silent generation
8491056,Test,U,baby boomers
9224663,Test,U,millenial
9086225,Control,M,generation x
4721244,Test,M,millenial
9056822,Test,F,baby boomers
5441788,Test,M,millenial
9331531,Control,U,generation x
31336,Test,M,millenial
2818136,Test,U,millenial
6205458,Control,U,baby boomers
5899752,Control,M,silent generation
5966949,Test,F,generation x
7650054,Control,F,generation x
3502301,Test,M,millenial
3124094,Test,M,baby boomers
8543146,Test,U,generation x
4663381,Test,U,baby boomers
6638301,Test,M,millenial
5495061,Test,M,millenial
1831070,Test,F,millenial
4774104,Test,U,generation x
4503636,Test,U,millenial
9873188,Control,U,generation x
506107,Control,M,millenial
1606584,Test,U,millenial
6988588,Test,M,millenial
80006,Test,M,baby boomers
502017,Control,F,baby boomers
1842336,Control,M,millenial
1445649,Control,M,baby boomers
2088685,Test,F,baby boomers
3204570,Test,U,millenial
9583228,Control,F,generation x
3227110,Control,F,baby boomers
104328,Control,M,generation x
5083366,Control,U,baby boomers
2386141,Control,U,baby boomers
8578518,Test,U,generation x
2092231,Test,M,baby boomers
7314276,Control,U,millenial
7679903,Control,M,baby boomers
1391422,Control,F,millenial
5633126,Test,U,baby boomers
1323239,Test,M,baby boomers
2894209,Test,U,generation x
4908136,Test,U,millenial
7872965,Test,U,millenial
3011342,Control,F,baby boomers
1291265,Test,U,millenial
1145881,Control,F,silent generation
5673075,Control,U,generation x
9409062,Control,U,baby boomers
639727,Test,M,generation x
6786194,Control,U,baby boomers
8670426,Test,M,generation x
8446955,Control,U,generation x
1077064,Control,M,millenial
6032939,Test,F,generation x
3176838,Test,U,millenial
590187,Control,F,baby boomers
9811749,Control,U,generation x
2799991,Test,U,baby boomers
9183123,Test,F,baby boomers
7977396,Test,U,baby boomers
8040052,Control,F,baby boomers
1738333,Test,U,baby boomers
3495158,Control,U,generation x
6327365,Control,F,millenial
9982239,Test,F,generation x
1549978,Test,U,baby boomers
5539142,Control,F,generation x
9708352,Control,U,generation z
4297948,Test,M,baby boomers
1831854,Control,U,baby boomers
4681050,Test,U,generation x
5167876,Test,U,baby boomers
698205,Control,F,millenial
3129702,Test,F,generation x
5602040,Test,M,baby boomers
5424154,Control,U,millenial
6845489,Control,U,millenial
1763151,Test,U,millenial
1506366,Control,F,generation x
1886161,Control,F,generation z
4986682,Control,U,generation x
3024259,Test,F,baby boomers
5055040,Test,U,baby boomers
4039740,Test,F,baby boomers
3652802,Test,U,generation x
137816,Test,F,millenial
1653342,Test,U,baby boomers
180381,Control,F,generation x
3037751,Control,F,generation z
5612543,Test,M,millenial
2601868,Test,M,baby boomers
6998768,Test,M,generation x
3552309,Test,U,millenial
280640,Control,M,baby boomers
8883167,Test,U,millenial
9946042,Test,U,generation x
663711,Test,M,millenial
2629733,Control,F,generation x
4309057,Test,M,baby boomers
4070645,Test,M,baby boomers
917800,Control,M,millenial
6725926,Control,M,baby boomers
9608866,Control,M,millenial
7343742,Control,F,baby boomers
2808727,Control,U,generation x
9582963,Test,U,generation x
2559930,Control,F,generation x
4147280,Control,F,millenial
7928821,Test,U,generation x
7345491,Test,U,millenial
9875372,Test,F,baby boomers
3492512,Test,M,baby boomers
2615545,Test,U,millenial
841699,Test,M,baby boomers
7836898,Test,F,millenial
546461,Test,U,silent generation
6155912,Control,M,baby boomers
4134661,Test,U,generation x
6793703,Test,U,generation x
9638530,Test,M,baby boomers
661171,Test,F,millenial
7225623,Control,F,generation x
9905146,Control,U,baby boomers
6101638,Control,M,millenial
4494418,Test,U,millenial
6776391,Control,U,generation x
3787912,Control,F,generation x
8716565,Test,M,millenial
3522819,Control,F,baby boomers
3882086,Control,U,generation x
6767276,Control,F,generation x
7779213,Test,M,baby boomers
4382767,Test,U,millenial
9342917,Control,U,baby boomers
480811,Control,F,silent generation
8899589,Control,F,silent generation
938088,Test,U,millenial
410527,Control,U,generation x
1854993,Test,F,baby boomers
6784676,Test,M,generation x
9290429,Control,M,generation x
1907211,Control,U,baby boomers
2378055,Test,U,millenial
1458074,Test,M,generation x
6730557,Control,M,baby boomers
8052084,Test,U,baby boomers
2582853,Test,U,baby boomers
9209353,Control,F,generation x
3522550,Test,M,millenial
2598263,Test,U,generation x
452274,Control,F,millenial
4009584,Control,F,generation x
5892346,Control,U,generation x
4840686,Control,U,generation z
4418079,Test,F,baby boomers
2809668,Test,M,silent generation
1104755,Test,F,millenial
9678667,Test,F,baby boomers
9268647,Control,M,generation x
9289251,Test,F,baby boomers
426074,Test,U,baby boomers
8841258,Control,M,millenial
4098071,Test,M,baby boomers
1606479,Test,M,millenial
8563448,Test,M,millenial
6734265,Control,M,generation x
5485112,Test,F,baby boomers
4134775,Test,U,millenial
6424603,Test,F,millenial
2463844,Test,F,generation x
4317393,Test,M,generation x
8025576,Test,M,generation x
5030525,Control,M,silent generation
3909011,Test,M,generation x
9549908,Control,M,millenial
5572966,Test,M,generation x
4699642,Control,U,generation x
2357490,Control,U,generation x
811242,Control,F,baby boomers
5147792,Test,F,millenial
4340493,Test,M,baby boomers
